|id |room|username     |message                              |timestamp          |type  |url                                              |filename                                                                                   |color  |
|103|구글  |무야호          |오늘은일단                                |2025-09-26 02:24:29|chat  |                                                 |                                                                                           |#bd0000|
|104|구글  |무야호          |뱃지따고                                 |2025-09-26 02:24:30|chat  |                                                 |                                                                                           |#bd0000|
|105|구글  |무야호          |님들                                   |2025-09-26 02:29:41|chat  |                                                 |                                                                                           |#bd0000|
|106|구글  |무야호          |real straming data 에서                |2025-09-26 02:29:46|chat  |                                                 |                                                                                           |#bd0000|
|107|구글  |무야호          |gpt 는 80퍼라는데                         |2025-09-26 02:29:56|chat  |                                                 |                                                                                           |#bd0000|
|108|구글  |무야호          |보기에 없음                               |2025-09-26 02:29:57|chat  |                                                 |                                                                                           |#bd0000|
|109|구글  |무야호          |;;;                                  |2025-09-26 02:29:59|chat  |                                                 |                                                                                           |#bd0000|
|110|구글  |네밋           |보기도 같이 주고 풀라고 한거에요?                  |2025-09-26 02:30:47|chat  |                                                 |                                                                                           |#0d0f11|
|111|구글  |네밋           |뭐지                                   |2025-09-26 02:30:48|chat  |                                                 |                                                                                           |#0d0f11|
|112|구글  |system       |1234님이 나갔습니다.                        |2025-09-26 02:37:56|system|                                                 |                                                                                           |       |
|113|구글  |system       |네밋님이 나갔습니다.                          |2025-09-26 03:29:03|system|                                                 |                                                                                           |       |
|114|구글  |system       |네밋님이 입장했습니다.                         |2025-09-26 03:29:03|system|                                                 |                                                                                           |       |
|115|구글  |system       |네밋님이 나갔습니다.                          |2025-09-26 03:29:14|system|                                                 |                                                                                           |       |
|116|구글  |system       |네밋님이 입장했습니다.                         |2025-09-26 03:29:19|system|                                                 |                                                                                           |       |
|117|구글  |system       |데이터표준계약검증에이전트님이 나갔습니다.               |2025-09-26 03:32:16|system|                                                 |                                                                                           |       |
|118|구글  |system       |데이터표준계약검증에이전트님이 입장했습니다.              |2025-09-26 03:32:16|system|                                                 |                                                                                           |       |
|119|구글  |무야호          |이거                                   |2025-09-26 03:33:59|chat  |                                                 |                                                                                           |#bd0000|
|120|구글  |무야호          |data.integration                     |2025-09-26 03:34:03|chat  |                                                 |                                                                                           |#bd0000|
|121|구글  |무야호          |왜 초기화되어있지?                           |2025-09-26 03:34:07|chat  |                                                 |                                                                                           |#bd0000|
|122|구글  |무야호          |다들었는데퀴즈까지했는데                         |2025-09-26 03:34:10|chat  |                                                 |                                                                                           |#bd0000|
|123|구글  |네밋           |초기화되어있다고요?                           |2025-09-26 03:34:18|chat  |                                                 |                                                                                           |#0d0f11|
|124|구글  |무야호          |설마                                   |2025-09-26 03:34:27|chat  |                                                 |                                                                                           |#bd0000|
|125|구글  |무야호          |아까쿠키                                 |2025-09-26 03:34:28|chat  |                                                 |                                                                                           |#bd0000|
|126|구글  |무야호          |삭제해서그런가?                             |2025-09-26 03:34:32|chat  |                                                 |                                                                                           |#bd0000|
|127|구글  |네밋           |그건 말이 안되는데                           |2025-09-26 03:34:44|chat  |                                                 |                                                                                           |#0d0f11|
|128|구글  |무야호          |이거 전꺼일수도                             |2025-09-26 03:37:49|chat  |                                                 |                                                                                           |#bd0000|
|129|구글  |무야호          |전꺼인가봐요                               |2025-09-26 03:38:42|chat  |                                                 |                                                                                           |#bd0000|
|130|구글  |네밋           |아 시작하기 전 탭이요?                        |2025-09-26 03:39:20|chat  |                                                 |                                                                                           |#0d0f11|
|131|구글  |네밋           |그거 업데이트 실시간으로 안되긴 해요                 |2025-09-26 03:39:25|chat  |                                                 |                                                                                           |#0d0f11|
|132|구글  |네밋           |애초에 플랫폼이 느림;;                        |2025-09-26 03:39:28|chat  |                                                 |                                                                                           |#0d0f11|
|133|구글  |system       |둥글래차님이 입장했습니다.                       |2025-09-26 03:39:42|system|                                                 |                                                                                           |       |
|134|구글  |무야호          |둥글래차는 인정이지                           |2025-09-26 03:40:01|chat  |                                                 |                                                                                           |#bd0000|
|135|구글  |무야호          |아까근대                                 |2025-09-26 03:40:07|chat  |                                                 |                                                                                           |#bd0000|
|136|구글  |무야호          |조금심각하게혼나던데                           |2025-09-26 03:40:10|chat  |                                                 |                                                                                           |#bd0000|
|137|구글  |무야호          |우리 오늘 퇴근가능?                          |2025-09-26 03:40:13|chat  |                                                 |                                                                                           |#bd0000|
|138|구글  |네밋           |모르겠어요;;                              |2025-09-26 03:40:18|chat  |                                                 |                                                                                           |#0d0f11|
|139|구글  |둥글래차         |근데 혼나는거와별개임 우리는                      |2025-09-26 03:40:20|chat  |                                                 |                                                                                           |#ff0000|
|140|구글  |둥글래차         |ㅋ                                    |2025-09-26 03:40:20|chat  |                                                 |                                                                                           |#ff0000|
|141|구글  |네밋           |근데 금요일이라 다른 사람들도 그냥 칼퇴할수도            |2025-09-26 03:40:26|chat  |                                                 |                                                                                           |#0d0f11|
|142|구글  |무야호          |흐린눈하고                                |2025-09-26 03:40:36|chat  |                                                 |                                                                                           |#bd0000|
|143|구글  |무야호          |모르는척하고                               |2025-09-26 03:40:39|chat  |                                                 |                                                                                           |#bd0000|
|144|구글  |네밋           |보니까 텍스트 추출해서 청킹하는게 뭐가 안되서 손으로 하라는거같던데|2025-09-26 03:40:43|chat  |                                                 |                                                                                           |#0d0f11|
|145|구글  |무야호          |고생했습니다 주말잘보내세요~                      |2025-09-26 03:40:45|chat  |                                                 |                                                                                           |#bd0000|
|146|구글  |네밋           |무슨 파일을 받으셨길래..                       |2025-09-26 03:40:49|chat  |                                                 |                                                                                           |#0d0f11|
|147|구글  |네밋           |금요일이라 근데 강남구 팀장님은 좀 일찍 가시긴 해요        |2025-09-26 03:40:58|chat  |                                                 |                                                                                           |#0d0f11|
|148|구글  |무야호          |근대                                   |2025-09-26 03:41:00|chat  |                                                 |                                                                                           |#bd0000|
|149|구글  |무야호          |앵간해서                                 |2025-09-26 03:41:01|chat  |                                                 |                                                                                           |#bd0000|
|150|구글  |둥글래차         |그냥                                   |2025-09-26 03:41:03|chat  |                                                 |                                                                                           |#ff0000|
|151|구글  |무야호          |회의실로부르건                              |2025-09-26 03:41:04|chat  |                                                 |                                                                                           |#bd0000|
|152|구글  |둥글래차         |저희처ㅓ럼                                |2025-09-26 03:41:05|chat  |                                                 |                                                                                           |#ff0000|
|153|구글  |무야호          |자기자리로불러서                             |2025-09-26 03:41:06|chat  |                                                 |                                                                                           |#bd0000|
|154|구글  |둥글래차         |계약서 파일임                              |2025-09-26 03:41:07|chat  |                                                 |                                                                                           |#ff0000|
|155|구글  |무야호          |혼낼텐데                                 |2025-09-26 03:41:08|chat  |                                                 |                                                                                           |#bd0000|
|156|구글  |무야호          |자리까지와서                               |2025-09-26 03:41:09|chat  |                                                 |                                                                                           |#bd0000|
|157|구글  |무야호          |혼내는건                                 |2025-09-26 03:41:12|chat  |                                                 |                                                                                           |#bd0000|
|158|구글  |무야호          |첨봐서                                  |2025-09-26 03:41:13|chat  |                                                 |                                                                                           |#bd0000|
|159|구글  |무야호          |ㄷㄷ                                   |2025-09-26 03:41:13|chat  |                                                 |                                                                                           |#bd0000|
|160|구글  |무야호          |구ㅡ래도나름                               |2025-09-26 03:41:24|chat  |                                                 |                                                                                           |#bd0000|
|161|구글  |무야호          |책임이신데                                |2025-09-26 03:41:26|chat  |                                                 |                                                                                           |#bd0000|
|162|구글  |둥글래차         |야 넌 이게 맞다고 생각하냐?                     |2025-09-26 03:41:37|chat  |                                                 |                                                                                           |#ff0000|
|163|구글  |무야호          |it's a book 이란뜻                      |2025-09-26 03:41:39|chat  |                                                 |                                                                                           |#bd0000|
|164|구글  |둥글래차         |이런식으로 말씀하시는데                         |2025-09-26 03:41:41|chat  |                                                 |                                                                                           |#ff0000|
|165|구글  |둥글래차         |무뎌움                                  |2025-09-26 03:41:44|chat  |                                                 |                                                                                           |#ff0000|
|166|구글  |네밋           |ㄹㅇ..                                 |2025-09-26 03:42:02|chat  |                                                 |                                                                                           |#0d0f11|
|167|구글  |둥글래차         |근데 혼나는거                              |2025-09-26 03:42:18|chat  |                                                 |                                                                                           |#ff0000|
|168|구글  |둥글래차         |끝났나요?                                |2025-09-26 03:42:20|chat  |                                                 |                                                                                           |#ff0000|
|169|구글  |네밋           |점심드시러 가셨어요                           |2025-09-26 03:42:25|chat  |                                                 |                                                                                           |#0d0f11|
|170|구글  |둥글래차         |헐                                    |2025-09-26 03:42:27|chat  |                                                 |                                                                                           |#ff0000|
|171|구글  |둥글래차         |이제서야?                                |2025-09-26 03:42:29|chat  |                                                 |                                                                                           |#ff0000|
